10.87023,106.80194
10.87003,106.80192
10.86983,106.8019
10.86963,106.80188
10.86943,106.80186
10.86923,106.80184
10.86903,106.80182
10.86883,106.8018
10.86863,106.80178
10.86843,106.80176
10.86823,106.80174
10.86803,106.80172
10.86783,106.8017
10.86763,106.80168
10.86743,106.80166
10.86723,106.80164
10.86703,106.80162
10.86683,106.8016
10.86663,106.80158
10.86643,106.80156
10.86623,106.80154
10.86603,106.80152
10.86583,106.8015
10.86563,106.80148
10.86543,106.80146
10.86523,106.80144
10.86503,106.80142
10.86483,106.8014
10.86463,106.80138
10.86443,106.80136
10.86423,106.80134
10.86403,106.80132
10.86383,106.8013
10.86363,106.80128
10.86343,106.80126
10.86323,106.80124
10.86303,106.80122
10.86283,106.8012
10.86263,106.80118
10.86243,106.80116
10.86223,106.80114
10.86203,106.80112
10.86183,106.8011
10.86163,106.80108
10.86143,106.80106
10.86123,106.80104
10.86103,106.80102
10.86083,106.801
10.86063,106.80098
10.86043,106.80096
10.86023,106.80094
10.86003,106.80092
10.85983,106.8009
10.85963,106.80088
10.85943,106.80086
10.85923,106.80084
10.85903,106.80082
10.85883,106.8008
10.85863,106.80078
10.85843,106.80076
10.85823,106.80074
10.85803,106.80072
10.85783,106.8007
10.85763,106.80068
10.85743,106.80066
10.85723,106.80064
10.85703,106.80062
10.85683,106.8006
10.85663,106.80058
10.85643,106.80056
10.85623,106.80054
10.85603,106.80052
10.85583,106.8005
10.85563,106.80048
10.85543,106.80046
10.85523,106.80044
10.85503,106.80042
10.85483,106.8004
10.85463,106.80038
10.85443,106.80036
10.85423,106.80034
10.85403,106.80032
10.85383,106.8003
10.85363,106.80028
10.85343,106.80026
10.85323,106.80024
10.85303,106.80022
10.85283,106.8002
10.85263,106.80018
10.85243,106.80016
10.85223,106.80014
10.85203,106.80012
10.85183,106.8001
10.85163,106.80008
10.85143,106.80006
10.85123,106.80004
